"Date","Price","Open","High","Low","Vol.","Change %"
"07/04/2023","44.75","45.00","44.75","43.10","5.58M","-0.56%"
"07/03/2023","45.00","45.00","45.90","45.00","7.25M","0.00%"
"06/30/2023","45.00","43.95","45.00","44.60","4.23M","2.39%"
"06/27/2023","43.95","43.00","43.95","43.00","4.83M","2.21%"
"06/26/2023","43.00","43.70","43.25","43.00","2.19M","-1.60%"
"06/23/2023","43.70","43.80","43.70","42.65","2.61M","-0.23%"
"06/22/2023","43.80","43.80","43.80","43.80","2.33M","0.00%"
"06/21/2023","43.80","43.70","43.80","43.70","2.51M","0.23%"
"06/20/2023","43.70","44.00","44.00","43.70","3.80M","-0.68%"
"06/19/2023","44.00","43.90","44.20","44.00","1.77M","0.23%"
"06/16/2023","43.90","42.50","44.05","43.90","1.09M","3.29%"
"06/15/2023","42.50","45.20","43.00","42.50","1.66M","-5.97%"
"06/14/2023","45.20","42.75","46.50","45.00","4.04M","5.73%"
"06/13/2023","42.75","41.00","42.75","41.45","5.43M","4.27%"
"06/09/2023","41.00","41.00","41.00","41.00","943.32K","0.00%"
"06/08/2023","41.00","41.75","41.00","41.00","1.05M","-1.80%"
"06/07/2023","41.75","41.75","41.80","40.95","951.41K","0.00%"
"06/06/2023","41.75","41.00","41.75","40.90","2.67M","1.83%"
"06/05/2023","41.00","41.00","41.50","40.30","690.74K","0.00%"
"06/02/2023","41.00","40.95","41.00","41.00","5.93M","0.12%"
"06/01/2023","40.95","41.80","40.95","40.00","1.99M","-2.03%"
"05/31/2023","41.80","42.35","42.40","41.10","5.41M","-1.30%"
"05/30/2023","42.35","38.50","42.35","40.00","7.04M","10.00%"
"05/26/2023","38.50","37.90","38.50","38.00","9.28M","1.58%"
"05/25/2023","37.90","37.90","38.00","37.70","616.48K","0.00%"
"05/24/2023","37.90","37.90","37.90","37.90","478.33K","0.00%"
"05/23/2023","37.90","38.00","37.90","37.10","1.04M","-0.26%"
"05/22/2023","38.00","38.00","38.00","36.60","319.31K","0.00%"
"05/19/2023","38.00","38.70","38.00","38.00","1.25M","-1.81%"
"05/18/2023","38.70","38.70","38.70","36.70","1.12M","0.00%"
"05/17/2023","38.70","35.30","38.80","38.00","5.65M","9.63%"
"05/16/2023","35.30","32.10","35.30","34.90","3.99M","9.97%"
"05/15/2023","32.10","32.10","34.50","33.90","1.14M","0.00%"
"05/12/2023","32.10","32.10","34.75","33.60","1.49M","0.00%"
"05/11/2023","32.10","32.10","34.25","33.10","911.80K","0.00%"
"05/10/2023","32.10","32.10","34.00","32.50","1.17M","0.00%"
"05/09/2023","32.10","35.00","34.00","32.10","7.12M","-8.29%"
"05/08/2023","35.00","33.70","35.00","35.00","1.15M","3.86%"
"05/05/2023","33.70","32.00","33.75","33.70","1.38M","5.31%"
"05/04/2023","32.00","32.85","33.00","32.00","6.08M","-2.59%"
"05/03/2023","32.85","35.00","33.10","32.00","5.14M","-6.14%"
"05/02/2023","35.00","32.00","35.00","32.00","3.47M","9.38%"
"04/28/2023","32.00","32.85","34.30","32.00","6.85M","-2.59%"
"04/27/2023","32.85","36.50","34.00","32.85","1.54M","-10.00%"
"04/26/2023","36.50","36.15","36.50","36.20","705.43K","0.97%"
"04/25/2023","36.15","36.15","36.60","36.05","399.88K","0.00%"
"04/20/2023","36.15","36.20","36.15","35.70","3.66M","-0.14%"
"04/19/2023","36.20","36.75","36.75","36.20","2.95M","-1.50%"
"04/18/2023","36.75","36.35","36.75","36.75","375.13K","1.10%"
"04/17/2023","36.35","36.35","36.90","36.20","732.54K","0.00%"
"04/14/2023","36.35","36.35","36.90","36.35","276.97K","0.00%"
"04/13/2023","36.35","36.50","36.35","36.20","2.97M","-0.41%"
"04/12/2023","36.50","36.50","36.50","36.50","500.03K","0.00%"
"04/11/2023","36.50","37.00","36.75","36.50","3.38M","-1.35%"
"04/06/2023","37.00","37.00","37.00","36.05","502.87K","0.00%"
"04/05/2023","37.00","37.00","37.00","37.00","1.29M","0.00%"
"04/04/2023","37.00","37.00","37.00","37.00","344.90K","0.00%"
"04/03/2023","37.00","37.00","37.00","37.00","2.84M","0.00%"
"03/31/2023","37.00","37.00","37.00","37.00","872.25K","0.00%"
"03/30/2023","37.00","37.00","38.45","37.80","684.44K","0.00%"
"03/29/2023","37.00","37.00","37.00","37.00","1.59M","0.00%"
"03/28/2023","37.00","37.00","37.50","36.70","312.91K","0.00%"
"03/27/2023","37.00","38.00","37.00","37.00","1.34M","-2.63%"
"03/24/2023","38.00","38.55","38.00","36.50","7.09M","-1.43%"
"03/23/2023","38.55","38.55","38.50","37.05","555.91K","0.00%"
"03/22/2023","38.55","38.55","38.55","37.10","486.38K","0.00%"
"03/21/2023","38.55","38.55","38.50","37.00","284.96K","0.00%"
"03/20/2023","38.55","39.80","38.55","38.55","755.34K","-3.14%"
"03/17/2023","39.80","39.80","40.00","39.00","81.67K","-2.57%"
"03/16/2023","40.85","40.85","40.30","39.20","544.18K","0.00%"
"03/15/2023","40.85","40.85","40.85","39.45","882.48K","0.00%"
"03/14/2023","40.85","40.85","40.50","39.30","994.30K","0.00%"
"03/13/2023","40.85","40.85","40.50","39.55","334.15K","0.00%"
"03/10/2023","40.85","40.85","40.70","39.75","232.85K","0.00%"
"03/09/2023","40.85","40.85","40.85","39.70","436.32K","0.00%"
"03/08/2023","40.85","40.85","40.45","39.60","1.64M","0.00%"
"03/07/2023","40.85","40.85","40.90","40.20","484.86K","0.00%"
"03/06/2023","40.85","41.25","40.85","40.85","2.27M","-0.97%"
"03/03/2023","41.25","41.25","41.25","40.15","1.15M","0.00%"
"03/02/2023","41.25","41.25","41.40","40.95","270.43K","0.00%"
"03/01/2023","41.25","41.35","41.35","40.50","911.89K","-0.24%"
"02/28/2023","41.35","41.35","41.35","40.65","1.08M","0.00%"
"02/27/2023","41.35","41.50","41.35","41.35","805.19K","-0.36%"
"02/24/2023","41.50","42.00","41.50","41.00","2.03M","-1.19%"
"02/23/2023","42.00","41.00","42.00","42.00","866.44K","2.44%"
"02/22/2023","41.00","41.00","40.95","40.50","205.97K","0.00%"
"02/21/2023","41.00","41.00","41.00","40.60","478.94K","0.00%"
"02/20/2023","41.00","41.00","41.00","40.50","356.84K","0.00%"
"02/17/2023","41.00","41.00","41.00","40.85","170.52K","0.00%"
"02/16/2023","41.00","40.50","41.00","41.00","1.66M","1.23%"
"02/15/2023","40.50","40.50","41.90","40.50","123.33K","0.00%"
"02/14/2023","40.50","40.50","40.50","40.50","5.65M","0.00%"
"02/13/2023","40.50","40.50","41.90","40.50","1.22M","0.00%"
"02/10/2023","40.50","40.70","40.50","40.00","28.14M","-0.49%"
"02/09/2023","40.70","41.80","40.70","40.70","797.33K","-2.63%"
"02/08/2023","41.80","41.80","40.00","39.30","407.58K","0.00%"
"02/07/2023","41.80","41.80","40.60","39.05","535.80K","0.00%"
"02/06/2023","41.80","41.80","41.15","40.00","360.96K","0.00%"
"02/03/2023","41.80","41.80","41.20","40.70","939.44K","0.00%"
"02/02/2023","41.80","41.80","41.30","40.50","1.11M","0.00%"
"02/01/2023","41.80","41.80","41.70","41.30","397.71K","0.00%"
"01/31/2023","41.80","41.95","41.80","41.80","671.16K","-0.36%"
"01/30/2023","41.95","41.95","42.00","41.00","499.40K","0.00%"
"01/27/2023","41.95","41.95","43.80","41.95","304.73K","0.00%"
"01/26/2023","41.95","41.85","41.95","41.95","1.75M","0.24%"
"01/25/2023","41.85","41.85","43.45","41.90","441.26K","0.00%"
"01/24/2023","41.85","46.45","42.20","41.85","859.13K","-9.90%"
"01/23/2023","46.45","46.45","45.00","43.05","758.13K","0.00%"
"01/20/2023","46.45","46.45","45.00","44.00","287.94K","0.00%"
"01/19/2023","46.45","46.45","45.90","43.15","466.20K","0.00%"
"01/18/2023","46.45","46.45","46.00","45.05","408.01K","0.00%"
"01/17/2023","46.45","46.45","46.50","45.50","225.70K","0.00%"
"01/16/2023","46.45","47.00","46.45","45.30","963.95K","-1.17%"
"01/13/2023","47.00","47.95","47.00","47.00","642.70K","-1.98%"
"01/12/2023","47.95","47.95","47.95","45.75","308.14K","0.00%"
"01/11/2023","47.95","47.95","48.20","47.00","408.03K","0.00%"
"01/10/2023","47.95","47.90","48.85","47.95","1.06M","0.10%"
"01/09/2023","47.90","47.00","47.90","47.90","685.20K","1.91%"
"01/06/2023","47.00","47.00","48.50","46.50","691.83K","0.00%"
"01/05/2023","47.00","45.10","47.00","47.00","897.94K","4.21%"
"01/04/2023","45.10","41.00","45.10","45.00","1.49M","10.00%"
"01/03/2023","41.00","41.00","42.50","40.50","220.61K","0.00%"
"12/30/2022","41.00","41.00","42.45","41.20","179.47K","0.00%"
"12/29/2022","41.00","37.60","41.00","41.00","821.52K","9.04%"
"12/28/2022","37.60","37.60","41.00","38.60","527.40K","0.00%"
"12/23/2022","37.60","37.60","41.00","38.25","103.54K","0.00%"
"12/22/2022","37.60","37.80","37.60","37.60","10.50M","-0.53%"
"12/21/2022","37.80","37.80","38.50","37.45","306.10K","0.00%"
"12/20/2022","37.80","38.00","37.80","37.80","614.19K","-0.53%"
"12/19/2022","38.00","38.00","38.00","37.55","652.01K","0.00%"
"12/16/2022","38.00","38.50","38.00","37.55","1.65M","-1.30%"
"12/15/2022","38.50","38.50","38.15","37.55","187.88K","0.00%"
"12/14/2022","38.50","38.50","38.50","38.00","543.64K","0.00%"
"12/13/2022","38.50","38.50","38.50","38.50","1.01M","0.00%"
"12/12/2022","38.50","38.50","38.50","38.50","443.60K","0.00%"
"12/09/2022","38.50","38.50","38.50","38.50","565.15K","0.00%"
"12/08/2022","38.50","38.50","38.50","38.50","1.11M","0.00%"
"12/07/2022","38.50","36.80","38.50","38.50","1.36M","4.62%"
"12/06/2022","36.80","36.80","36.80","36.80","3.78M","0.00%"
"12/05/2022","36.80","36.00","36.80","36.80","1.50M","2.22%"
"12/02/2022","36.00","36.00","36.00","36.00","568.82K","0.00%"
"12/01/2022","36.00","33.60","36.00","36.00","631.74K","7.14%"
"11/30/2022","33.60","36.16","33.80","33.60","1.16M","-7.08%"
"11/29/2022","36.16","39.16","36.28","36.16","1.14M","-7.66%"
"11/28/2022","39.16","39.16","39.16","39.16","889.54K","0.00%"
"11/25/2022","39.16","38.40","39.16","39.16","1.21M","1.98%"
"11/24/2022","38.40","35.96","38.40","38.40","1.44M","5.84%"
"11/23/2022","36.28","36.28","36.28","36.28","1.36M","0.00%"
"11/22/2022","36.28","36.28","36.28","36.28","1.58M","0.00%"
"11/21/2022","36.28","33.00","36.28","36.28","7.28M","9.94%"
"11/18/2022","33.00","30.00","33.00","32.80","2.35M","10.00%"
"11/17/2022","30.00","30.00","30.00","30.00","718.55K","0.00%"
"11/16/2022","30.00","29.92","30.00","30.00","7.34M","0.27%"
"11/15/2022","29.92","29.92","29.92","29.92","533.85K","0.00%"
"11/14/2022","29.92","29.92","29.92","29.92","686.15K","0.00%"
"11/11/2022","29.92","30.00","30.20","28.80","13.99M","-0.27%"
"11/10/2022","30.00","31.80","30.00","30.00","666.34K","-5.66%"
"11/09/2022","31.80","31.80","31.80","31.80","988.48K","0.00%"
"11/08/2022","31.80","31.92","31.80","31.80","3.29M","-0.38%"
"11/07/2022","31.92","31.92","31.92","31.92","203.87K","0.00%"
"11/04/2022","31.92","31.92","31.92","31.92","865.73K","0.00%"
"11/03/2022","31.92","32.24","31.92","31.92","3.17M","-0.99%"
"11/02/2022","32.24","33.48","32.24","32.24","360.00K","-3.70%"
"11/01/2022","33.48","33.48","33.48","33.48","404.37K","0.00%"
"10/31/2022","33.48","33.48","33.48","33.48","556.08K","0.00%"
"10/28/2022","33.48","33.48","33.48","33.48","312.49K","0.00%"
"10/27/2022","33.48","33.44","33.48","33.48","1.69M","0.12%"
"10/26/2022","33.44","33.52","33.52","33.44","1.37M","-0.24%"
"10/25/2022","33.52","33.52","33.56","33.36","2.16M","0.00%"
"10/24/2022","33.52","33.60","33.60","32.88","2.38M","-0.24%"
"10/21/2022","33.60","33.52","33.60","33.60","501.50K","0.24%"
"10/20/2022","33.52","33.52","33.52","33.52","500.22K","0.00%"
"10/19/2022","33.52","33.52","33.52","33.52","452.34K","0.00%"
"10/18/2022","33.52","37.16","33.52","33.52","777.73K","-9.80%"
"10/17/2022","37.16","37.16","37.16","37.16","1.17M","0.00%"
"10/14/2022","37.16","38.72","37.16","34.88","4.22M","-4.03%"
"10/13/2022","38.72","38.72","38.72","38.72","473.99K","0.00%"
"10/12/2022","38.72","38.72","38.72","38.72","93.32K","0.00%"
"10/11/2022","38.72","38.72","38.72","38.72","69.68K","0.00%"
"10/07/2022","38.72","38.72","38.72","38.72","84.51K","0.00%"
"10/06/2022","38.72","38.72","38.72","38.72","88.09K","0.00%"
"10/05/2022","38.72","38.72","38.72","38.72","390.84K","0.00%"
"10/04/2022","38.72","38.72","38.72","38.72","296.04K","0.00%"
"09/30/2022","38.72","38.72","38.72","38.72","453.21K","0.00%"
"09/29/2022","38.72","38.72","38.72","38.72","343.96K","0.00%"
"09/28/2022","38.72","38.72","38.72","38.72","1.25M","0.00%"
"09/27/2022","38.72","38.72","38.72","38.72","5.83M","0.00%"
"09/26/2022","38.72","38.72","38.72","38.72","168.16K","0.00%"
"09/23/2022","38.72","38.72","38.72","38.72","67.73K","0.00%"
"09/22/2022","38.72","38.72","38.72","38.72","108.26K","0.00%"
"09/21/2022","38.72","38.72","38.72","38.72","586.53K","0.00%"
"09/20/2022","38.72","38.72","38.72","38.72","390.33K","0.00%"
"09/19/2022","38.72","38.72","38.72","38.72","105.67K","0.00%"
"09/16/2022","38.72","38.72","38.72","38.72","146.93K","0.00%"
"09/15/2022","38.72","38.72","38.72","38.72","535.49K","0.00%"
"09/14/2022","38.72","38.72","38.72","38.72","557.70K","0.00%"
"09/13/2022","38.72","38.72","38.72","38.72","404.97K","0.00%"
"09/12/2022","38.72","38.72","38.72","38.72","876.45K","0.00%"
"09/09/2022","38.72","38.72","38.72","38.72","483.29K","0.00%"
"09/08/2022","38.72","38.72","38.72","38.72","564.40K","0.00%"
"09/07/2022","38.72","38.76","38.72","38.40","1.10M","-0.10%"
"09/06/2022","38.76","39.00","38.76","38.76","1.01M","-0.62%"
"09/05/2022","39.00","37.60","39.00","39.00","539.46K","3.72%"
"09/02/2022","37.60","36.40","37.60","36.48","2.08M","3.30%"
"09/01/2022","36.40","36.40","36.40","36.40","327.91K","0.00%"
"08/31/2022","36.40","36.64","36.40","34.48","1.00M","-0.66%"
"08/30/2022","36.64","36.64","36.64","36.64","794.51K","0.00%"
"08/29/2022","36.64","37.72","36.64","34.88","3.05M","-2.86%"
"08/26/2022","37.72","37.72","37.72","37.72","751.63K","0.00%"
"08/25/2022","37.72","37.72","37.72","37.72","1.46M","0.00%"
"08/24/2022","37.72","37.72","37.72","37.72","1.91M","0.00%"
"08/23/2022","37.72","37.72","37.72","37.72","143.43K","0.00%"
"08/22/2022","37.72","37.72","37.72","37.72","1.54M","0.00%"
"08/19/2022","37.72","37.72","37.72","37.72","411.12K","0.00%"
"08/18/2022","37.72","37.72","37.72","37.72","607.27K","0.00%"
"08/17/2022","37.72","37.72","37.72","37.72","215.48K","0.00%"
"08/16/2022","37.72","37.72","37.72","37.72","203.76K","0.00%"
"08/15/2022","37.72","37.72","37.72","37.72","378.58K","0.00%"
"08/12/2022","37.72","37.72","37.72","37.72","351.98K","0.00%"
"08/11/2022","37.72","37.72","37.72","37.72","798.53K","0.00%"
"08/10/2022","37.72","37.72","37.72","37.72","583.26K","0.00%"
"08/09/2022","37.72","37.72","37.72","37.72","267.69K","0.00%"
"08/08/2022","37.72","37.72","37.72","37.72","393.27K","0.00%"
"08/05/2022","37.72","37.72","37.72","37.72","475.34K","0.00%"
"08/04/2022","37.72","37.72","37.72","37.72","640.39K","0.00%"
"08/03/2022","37.72","38.16","37.72","36.92","3.58M","-1.15%"
"08/02/2022","38.16","38.16","38.16","38.16","885.15K","0.00%"
"08/01/2022","38.16","38.16","38.16","38.16","2.35M","0.00%"
"07/29/2022","38.16","38.16","38.16","38.16","1.72M","0.00%"
"07/28/2022","38.16","38.16","38.16","38.16","1.79M","0.00%"
"07/27/2022","38.16","38.00","38.40","38.16","4.73M","0.42%"
"07/26/2022","38.00","39.80","39.60","38.00","1.91M","-4.52%"
"07/25/2022","39.80","39.80","39.80","39.80","698.12K","0.00%"
"07/22/2022","39.80","39.80","39.80","39.80","3.12M","0.00%"
"07/21/2022","39.80","39.80","39.80","39.80","3.55M","0.00%"
"07/20/2022","39.80","42.40","40.00","39.80","37.97M","-6.13%"
"07/19/2022","42.40","42.40","42.40","42.40","1.55M","0.00%"
"07/18/2022","42.40","44.68","42.40","42.40","1.27M","-5.10%"
"07/15/2022","44.68","44.68","44.68","44.68","457.51K","0.00%"
"07/14/2022","44.68","44.68","44.68","44.68","981.61K","0.00%"
"07/13/2022","44.68","44.68","44.68","44.68","628.56K","0.00%"
"07/08/2022","44.68","44.68","44.68","44.68","313.45K","0.00%"
"07/07/2022","44.68","44.68","44.68","44.68","1.01M","0.00%"
"07/06/2022","44.68","44.68","44.68","44.68","756.77K","0.00%"
"07/05/2022","44.68","44.68","44.68","44.68","278.29K","0.00%"
"07/04/2022","44.68","47.04","44.68","43.24","653.83K","-5.02%"
"07/01/2022","47.04","47.04","47.04","47.04","85.96K","0.00%"
"06/30/2022","47.04","47.20","47.04","44.80","7.28M","-0.34%"
"06/29/2022","47.20","47.20","47.20","47.20","918.82K","0.00%"
"06/28/2022","47.20","46.36","47.20","47.20","627.51K","1.81%"
"06/27/2022","46.36","48.00","46.36","46.36","876.01K","-3.42%"
"06/24/2022","48.00","50.00","48.00","48.00","2.97M","-4.00%"
"06/23/2022","50.00","50.80","50.00","46.44","1.93M","-1.57%"
"06/22/2022","50.80","50.80","50.80","50.80","764.87K","0.00%"
"06/21/2022","50.80","50.80","50.80","50.80","934.94K","0.00%"
"06/20/2022","50.80","50.80","50.80","50.80","366.77K","0.00%"
"06/17/2022","50.80","50.80","50.80","50.80","970.57K","0.00%"
"06/16/2022","50.80","50.80","50.80","50.80","540.95K","0.00%"
"06/15/2022","50.80","50.80","50.80","50.80","100.08K","0.00%"
"06/14/2022","50.80","50.40","50.80","50.80","722.50K","0.79%"
"06/10/2022","50.40","50.40","50.40","50.40","1.29M","0.00%"
"06/09/2022","50.40","50.96","50.40","50.40","1.37M","-1.10%"
"06/08/2022","50.96","50.96","50.96","50.96","533.39K","0.00%"
"06/07/2022","50.96","50.96","50.96","50.96","458.08K","0.00%"
"06/06/2022","50.96","50.96","50.96","50.96","444.41K","0.00%"
"06/03/2022","50.96","47.60","50.96","47.60","2.55M","7.06%"
"06/02/2022","47.60","49.92","47.60","46.16","3.04M","-4.65%"
"06/01/2022","49.92","49.92","49.92","49.92","4.02M","0.00%"
"05/31/2022","49.92","55.44","49.92","49.92","274.94K","-9.96%"
"05/30/2022","55.44","55.44","55.44","55.44","53.93K","0.00%"
"05/27/2022","55.44","61.60","55.44","55.44","134.91K","-10.00%"
"05/26/2022","61.60","61.60","61.60","61.60","96.29K","0.00%"
"05/25/2022","61.60","61.60","61.60","61.60","46.36K","0.00%"
"05/24/2022","61.60","61.60","61.60","61.60","104.99K","0.00%"
"05/23/2022","61.60","61.60","61.60","61.60","38.22K","0.00%"
"05/20/2022","61.60","61.60","61.60","61.60","186.07K","0.00%"
"05/19/2022","61.60","61.60","61.60","61.60","273.28K","0.00%"
"05/18/2022","61.60","61.60","61.60","61.60","1.47M","0.00%"
"05/17/2022","61.60","61.60","61.60","61.60","65.32K","0.00%"
"05/16/2022","61.60","61.60","61.60","61.60","585.43K","0.00%"
"05/13/2022","61.60","61.60","61.60","61.60","1.68M","0.00%"
"05/12/2022","61.60","61.60","61.60","61.60","1.15M","0.00%"
"05/11/2022","61.60","60.04","61.60","61.60","2.94M","2.60%"
"05/10/2022","60.04","61.60","62.80","60.04","10.92M","-2.53%"
"05/09/2022","61.60","56.00","61.60","59.16","12.05M","10.00%"
"05/06/2022","56.00","55.24","59.92","56.00","6.95M","1.38%"
"05/05/2022","55.24","50.24","55.24","51.20","4.14M","9.95%"
"05/04/2022","50.24","45.68","50.24","46.40","4.98M","9.98%"
"04/29/2022","45.68","45.64","45.72","45.64","9.31M","0.09%"
"04/28/2022","45.64","45.64","45.88","44.00","4.64M","0.00%"
"04/27/2022","45.64","46.40","45.64","45.64","4.01M","-1.64%"
"04/26/2022","46.40","42.80","47.08","44.00","9.36M","8.41%"
"04/25/2022","42.80","38.96","42.80","39.20","2.95M","9.86%"
"04/22/2022","38.96","38.52","39.20","38.96","7.25M","1.14%"
"04/21/2022","38.52","38.40","39.20","37.60","19.08M","0.31%"
"04/20/2022","38.40","35.36","38.40","36.80","6.14M","8.60%"
"04/19/2022","35.36","35.96","35.36","35.36","962.08K","-1.67%"
"04/14/2022","35.96","35.00","35.96","35.96","696.26K","2.74%"
"04/13/2022","35.00","34.68","35.00","32.00","13.84M","0.92%"
"04/12/2022","34.68","32.16","35.12","32.00","19.38M","7.84%"
"04/11/2022","32.16","32.16","32.16","32.16","103.11K","0.00%"
"04/08/2022","32.16","32.00","32.16","32.16","1.42M","0.50%"
"04/07/2022","32.00","32.00","32.00","31.92","6.13M","0.00%"
"04/06/2022","32.00","32.36","32.00","32.00","2.52M","-1.11%"
"04/05/2022","32.36","32.36","32.36","32.36","224.65K","0.00%"
"04/04/2022","32.36","32.36","32.36","32.36","633.44K","0.00%"
"04/01/2022","32.36","32.36","32.36","32.36","334.32K","0.00%"
"03/31/2022","32.36","35.60","32.36","32.36","972.69K","-9.10%"
"03/30/2022","35.60","35.60","35.60","35.60","1.82M","0.00%"
"03/29/2022","35.60","35.60","35.60","35.60","52.31K","0.00%"
"03/28/2022","35.60","35.60","35.60","35.60","1.48M","0.00%"
"03/25/2022","35.60","35.60","35.60","35.60","376.37K","0.00%"
"03/24/2022","35.60","35.60","35.60","35.60","1.28M","0.00%"
"03/23/2022","35.60","35.60","35.60","35.60","511.43K","0.00%"
"03/22/2022","35.60","35.60","35.60","35.60","560.46K","0.00%"
"03/21/2022","35.60","35.60","35.60","35.60","481.90K","0.00%"
"03/18/2022","35.60","35.60","35.60","35.60","359.17K","0.00%"
"03/17/2022","35.60","36.32","35.60","35.60","4.87M","-1.98%"
"03/16/2022","36.32","36.32","36.32","36.32","86.63K","0.00%"
"03/15/2022","36.32","36.40","36.40","36.00","6.15M","-0.22%"
"03/14/2022","36.40","36.80","36.40","36.40","4.59M","-1.09%"
"03/11/2022","36.80","37.00","36.80","36.80","6.04M","-0.54%"
"03/10/2022","37.00","37.36","38.28","37.00","2.34M","-3.44%"
"03/09/2022","38.32","37.20","38.32","37.20","6.17M","3.01%"
"03/08/2022","37.20","38.40","37.20","37.20","8.92M","-3.13%"
"03/07/2022","38.40","38.40","38.40","38.40","223.40K","0.00%"
"03/04/2022","38.40","38.40","38.40","38.40","485.09K","0.00%"
"03/03/2022","38.40","38.40","38.40","38.40","278.36K","0.00%"
"03/02/2022","38.40","38.40","38.40","38.40","2.44M","0.00%"
"03/01/2022","38.40","38.40","38.40","38.40","1.47M","0.00%"
"02/28/2022","38.40","38.40","38.40","38.40","415.97K","0.00%"
"02/25/2022","38.40","38.40","38.40","38.40","4.50M","0.00%"
"02/24/2022","38.40","38.56","38.40","38.40","8.52M","-0.41%"
"02/23/2022","38.56","38.40","38.56","38.56","535.32K","0.42%"
"02/22/2022","38.40","38.40","38.40","38.40","1.15M","0.00%"
"02/21/2022","38.40","38.40","38.44","38.40","2.63M","0.00%"
"02/18/2022","38.40","38.00","38.76","38.40","26.75M","1.05%"
"02/17/2022","38.00","38.00","38.40","38.00","2.04M","0.00%"
"02/16/2022","38.00","38.00","38.40","37.92","21.05M","0.00%"
"02/15/2022","38.00","38.24","38.24","38.00","1.81M","-0.63%"
"02/14/2022","38.24","38.36","38.36","38.24","2.08M","-0.31%"
"02/11/2022","38.36","38.40","38.40","38.36","12.16M","-0.10%"
"02/10/2022","38.40","38.40","38.40","38.40","5.48M","0.00%"
"02/09/2022","38.40","38.40","38.40","38.40","399.31K","0.00%"
"02/08/2022","38.40","38.40","38.40","38.40","5.32M","0.00%"
"02/07/2022","38.40","38.40","38.40","38.40","22.72M","0.00%"
"02/04/2022","38.40","38.40","38.40","38.40","1.63M","0.00%"
"02/03/2022","38.40","38.40","38.44","38.40","8.34M","0.00%"
"02/02/2022","38.40","38.76","38.40","38.40","24.00M","-0.93%"
"02/01/2022","38.76","38.76","38.76","38.76","570.76K","0.00%"
"01/31/2022","38.76","38.80","38.76","38.40","1.22M","-0.10%"
"01/28/2022","38.80","38.80","38.80","38.80","731.58K","0.00%"
"01/27/2022","38.80","37.88","38.80","38.44","2.84M","2.43%"
"01/26/2022","37.88","37.84","37.88","37.84","16.71M","0.11%"
"01/25/2022","37.84","37.84","37.84","37.84","7.74M","0.00%"
"01/24/2022","37.84","38.40","37.84","37.84","5.50M","-1.46%"
"01/21/2022","38.40","37.84","38.40","37.84","6.61M","1.48%"
"01/20/2022","37.84","37.84","37.84","37.84","624.30K","0.00%"
"01/19/2022","37.84","37.84","37.84","37.84","5.36M","0.00%"
"01/18/2022","37.84","37.84","37.84","37.84","3.87M","0.00%"
"01/17/2022","37.84","36.80","38.00","37.60","7.88M","2.83%"
"01/14/2022","36.80","36.40","36.80","36.80","3.32M","1.10%"
"01/13/2022","36.40","36.40","36.80","36.40","7.53M","0.00%"
"01/12/2022","36.40","36.40","36.40","36.40","6.17M","0.00%"
"01/11/2022","36.40","38.40","36.40","36.40","1.06M","-5.21%"
"01/10/2022","38.40","38.40","38.40","38.40","526.81K","0.00%"
"01/07/2022","38.40","38.40","38.40","38.40","128.12K","0.00%"
"01/06/2022","38.40","38.40","38.40","38.40","118.86K","0.00%"
"01/05/2022","38.40","38.40","38.40","38.40","5.07M","0.00%"
"01/04/2022","38.40","40.00","38.40","38.40","6.07M","-4.00%"
"12/31/2021","40.00","38.40","40.00","36.36","2.88M","4.17%"
"12/30/2021","38.40","38.40","38.40","38.40","36.42K","0.00%"
"12/29/2021","38.40","38.40","38.40","38.40","144.19K","0.00%"
"12/24/2021","38.40","38.40","38.40","38.40","216.10K","0.00%"
"12/23/2021","38.40","38.40","38.40","38.40","510.29K","0.00%"
"12/22/2021","38.40","38.40","38.40","38.40","46.81K","0.00%"
"12/21/2021","38.40","38.40","38.40","38.40","64.90K","0.00%"
"12/20/2021","38.40","38.40","38.40","38.40","3.23M","0.00%"
"12/17/2021","38.40","38.40","38.40","38.40","211.53K","0.00%"
"12/16/2021","38.40","38.40","38.40","38.40","276.73K","0.00%"
"12/15/2021","38.40","38.00","38.40","38.00","8.78M","1.05%"
"12/14/2021","38.00","37.60","38.00","38.00","3.62M","1.06%"
"12/13/2021","37.60","37.60","37.60","37.60","1.48M","0.00%"
"12/10/2021","37.60","37.60","37.60","37.60","1.19M","0.00%"
"12/09/2021","37.60","37.56","37.60","37.60","938.38K","0.11%"
"12/08/2021","37.56","37.56","37.56","37.56","187.79K","0.00%"
"12/07/2021","37.56","37.56","37.56","37.56","139.21K","0.00%"
"12/06/2021","37.56","37.56","37.56","37.56","123.90K","0.00%"
"12/03/2021","37.56","37.56","37.56","37.56","231.54K","0.00%"
"12/02/2021","37.56","37.44","37.56","37.28","6.27M","0.32%"
"12/01/2021","37.44","37.20","37.44","37.44","706.28K","0.65%"
"11/30/2021","37.20","37.20","37.20","37.20","243.50K","0.00%"
"11/29/2021","37.20","37.20","37.20","37.20","191.71K","0.00%"
"11/26/2021","37.20","38.40","37.20","37.20","1.14M","-3.13%"
"11/25/2021","38.40","40.48","38.40","37.60","10.72M","-5.14%"
"11/24/2021","40.48","40.48","40.48","40.48","1.21M","0.00%"
