"Date","Price","Open","High","Low","Vol.","Change %"
"04/26/2019","51.72","52.00","51.72","51.72","463.84K","-0.54%"
"04/25/2019","52.00","51.20","52.00","52.00","3.32M","1.56%"
"04/24/2019","51.20","51.20","51.20","51.20","2.67M","0.00%"
"04/23/2019","51.20","52.00","51.24","51.20","2.45M","-1.54%"
"04/18/2019","52.00","51.88","52.00","51.28","1.51M","0.23%"
"04/17/2019","51.88","51.20","51.88","51.88","2.07M","1.33%"
"04/16/2019","51.20","51.20","51.20","51.20","334.62K","0.00%"
"04/15/2019","51.20","48.16","51.20","51.20","1.58M","6.31%"
"04/12/2019","48.16","48.16","48.16","48.16","499.43K","0.00%"
"04/11/2019","48.16","48.16","48.16","48.16","152.31K","0.00%"
"04/10/2019","48.16","48.16","48.16","48.16","352.96K","0.00%"
"04/09/2019","48.16","48.00","48.16","48.04","3.81M","0.33%"
"04/08/2019","48.00","48.00","48.04","48.00","4.68M","0.00%"
"04/05/2019","48.00","48.00","48.00","48.00","272.81K","0.00%"
"04/04/2019","48.00","48.00","48.00","48.00","1.58M","0.00%"
"04/03/2019","48.00","45.52","48.04","48.00","16.21M","5.45%"
"04/02/2019","45.52","45.36","45.56","45.36","17.06M","-9.68%"
"04/01/2019","50.40","53.40","50.40","50.40","2.14M","-5.62%"
"03/29/2019","53.40","53.40","53.40","53.40","439.22K","0.00%"
"03/28/2019","53.40","53.60","53.60","53.40","3.80M","-0.37%"
"03/27/2019","53.60","53.60","53.64","53.60","2.82M","0.00%"
"03/26/2019","53.60","55.60","53.60","53.60","434.04K","-3.60%"
"03/25/2019","55.60","55.60","55.60","55.60","542.02K","0.00%"
"03/22/2019","55.60","55.60","55.60","55.60","281.00K","0.00%"
"03/21/2019","55.60","55.60","55.60","55.60","345.00K","0.00%"
"03/20/2019","55.60","56.00","56.00","55.60","4.70M","-0.71%"
"03/19/2019","56.00","60.00","56.16","56.00","1.76M","-6.67%"
"03/18/2019","60.00","60.00","60.00","60.00","266.35K","0.00%"
"03/15/2019","60.00","60.00","60.00","60.00","665.96K","0.00%"
"03/14/2019","60.00","60.00","60.00","60.00","422.07K","0.00%"
"03/13/2019","60.00","60.00","60.00","60.00","2.43M","0.00%"
"03/12/2019","60.00","60.00","60.40","60.00","2.54M","0.00%"
"03/11/2019","60.00","60.00","60.00","60.00","219.07K","0.00%"
"03/08/2019","60.00","62.52","60.00","60.00","608.21K","-4.03%"
"03/07/2019","62.52","62.52","62.52","62.52","153.18K","-2.31%"
"03/06/2019","64.00","64.00","64.00","64.00","181.12K","0.00%"
"03/05/2019","64.00","64.00","64.00","64.00","43.90K","0.00%"
"03/04/2019","64.00","64.00","64.00","64.00","320.48K","0.00%"
"03/01/2019","64.00","63.60","64.00","64.00","2.22M","0.63%"
"02/28/2019","63.60","66.56","64.00","63.60","1.95M","-4.45%"
"02/27/2019","66.56","66.56","66.56","66.56","61.00K","0.00%"
"02/26/2019","66.56","66.56","66.56","66.56","459.88K","0.00%"
"02/25/2019","66.56","64.00","66.56","66.56","53.39M","4.00%"
"02/22/2019","64.00","66.00","64.00","64.00","267.31K","-3.03%"
"02/21/2019","66.00","66.00","66.00","66.00","210.09K","0.00%"
"02/20/2019","66.00","60.00","66.00","62.04","3.34M","10.00%"
"02/19/2019","60.00","60.00","60.00","60.00","133.56K","0.00%"
"02/18/2019","60.00","66.40","60.00","60.00","607.46K","-9.64%"
"02/15/2019","66.40","64.00","66.40","64.00","3.71M","3.75%"
"02/14/2019","64.00","64.80","64.00","64.00","558.55K","-1.23%"
"02/13/2019","64.80","64.04","64.80","64.00","1.37M","1.19%"
"02/12/2019","64.04","62.40","64.04","64.00","4.54M","2.63%"
"02/11/2019","62.40","62.40","62.40","62.40","557.49K","0.00%"
"02/08/2019","62.40","62.40","62.40","62.40","399.11K","0.00%"
"02/07/2019","62.40","62.40","62.40","62.40","157.27K","0.00%"
"02/06/2019","62.40","62.40","62.40","61.60","5.35M","0.00%"
"02/05/2019","62.40","62.32","62.40","62.40","1.97M","0.13%"
"02/04/2019","62.32","59.20","62.32","62.32","283.67K","5.27%"
"02/01/2019","59.20","59.20","59.20","59.20","238.00K","0.00%"
"01/31/2019","59.20","62.40","62.40","59.20","9.61M","-5.13%"
"01/30/2019","62.40","62.40","62.40","62.40","13.53M","0.00%"
"01/29/2019","62.40","63.92","62.40","62.40","2.94M","-2.38%"
"01/28/2019","63.92","63.92","63.92","63.92","118.61K","0.00%"
"01/25/2019","63.92","63.92","63.92","63.92","281.60K","0.00%"
"01/24/2019","63.92","64.00","64.00","63.92","727.39K","-0.13%"
"01/23/2019","64.00","64.00","64.00","64.00","308.37K","0.00%"
"01/22/2019","64.00","64.80","64.00","64.00","964.51K","-1.23%"
"01/21/2019","64.80","64.80","64.80","64.80","1.32M","0.00%"
"01/18/2019","64.80","63.00","64.80","64.80","465.75K","2.86%"
"01/17/2019","63.00","62.40","63.00","62.40","7.45M","0.96%"
"01/16/2019","62.40","62.40","62.40","62.40","401.29K","0.00%"
"01/15/2019","62.40","62.40","63.24","62.40","927.12K","0.00%"
"01/14/2019","62.40","62.40","62.40","62.40","728.54K","0.00%"
"01/11/2019","62.40","63.20","62.40","62.40","1.18M","-1.27%"
"01/10/2019","63.20","63.12","63.96","63.20","703.43K","0.13%"
"01/09/2019","63.12","63.12","63.12","63.12","164.17K","0.00%"
"01/08/2019","63.12","62.80","64.40","63.12","464.86K","0.51%"
"01/07/2019","62.80","63.60","62.88","62.80","6.58M","-1.26%"
"01/04/2019","63.60","62.96","63.60","62.80","1.03M","1.02%"
"01/03/2019","62.96","62.64","62.96","62.64","285.27K","0.51%"
"01/02/2019","62.64","68.40","62.64","62.40","876.60K","-8.42%"
"12/31/2018","68.40","65.60","68.40","65.44","623.00K","4.27%"
"12/28/2018","65.60","66.00","65.68","65.60","2.69M","-0.61%"
"12/27/2018","66.00","65.68","66.08","65.60","3.24M","0.49%"
"12/24/2018","65.68","64.00","66.16","64.00","799.58K","2.63%"
"12/21/2018","64.00","62.40","64.40","62.40","3.88M","2.56%"
"12/20/2018","62.40","62.80","62.40","61.60","492.60K","-0.64%"
"12/19/2018","62.80","61.36","62.80","61.60","7.17M","2.35%"
"12/18/2018","61.36","63.52","63.84","61.36","187.36K","-3.40%"
"12/17/2018","63.52","63.60","63.52","60.96","4.62M","-0.13%"
"12/14/2018","63.60","60.80","63.60","61.20","198.10K","4.61%"
"12/13/2018","60.80","60.80","60.80","60.00","7.27M","0.00%"
"12/12/2018","60.80","62.80","63.84","60.80","7.67M","-3.18%"
"12/11/2018","62.80","62.40","64.00","62.40","467.76K","0.64%"
"12/10/2018","62.40","64.00","64.00","61.04","3.35M","-2.50%"
"12/07/2018","64.00","64.00","64.00","63.68","2.85M","0.00%"
"12/06/2018","64.00","64.00","64.08","64.00","4.98M","0.00%"
"12/05/2018","64.00","64.00","64.80","64.00","814.03K","0.00%"
"12/04/2018","64.00","64.32","65.20","64.00","1.20M","-0.50%"
"12/03/2018","64.32","66.08","65.60","64.16","395.61K","-2.66%"
"11/30/2018","66.08","63.52","66.08","63.52","543.95K","4.03%"
"11/29/2018","63.52","63.20","63.52","63.20","768.20K","0.51%"
"11/28/2018","63.20","63.52","63.52","62.32","13.37M","-0.50%"
"11/27/2018","63.52","63.52","63.60","63.20","4.69M","0.00%"
"11/26/2018","63.52","65.20","64.80","62.40","712.16K","-2.58%"
"11/23/2018","65.20","66.72","67.36","63.52","19.12M","-2.98%"
"11/22/2018","67.20","68.00","68.00","67.20","2.89M","-1.18%"
"11/21/2018","68.00","68.00","68.00","66.24","441.58K","0.00%"
"11/19/2018","68.00","66.24","68.40","66.32","1.13M","2.66%"
"11/16/2018","66.24","66.40","66.40","66.00","454.22K","-0.24%"
"11/15/2018","66.40","66.00","66.40","66.00","2.90M","0.61%"
"11/14/2018","66.00","65.60","66.08","66.00","5.36M","0.61%"
"11/13/2018","65.60","65.68","65.76","65.20","638.33K","-0.12%"
"11/12/2018","65.68","65.60","66.00","65.60","330.57K","0.12%"
"11/09/2018","65.60","65.28","65.84","65.04","838.04K","0.49%"
"11/08/2018","65.28","65.20","65.52","65.20","290.31K","0.12%"
"11/07/2018","65.20","64.80","65.20","64.80","428.69K","0.62%"
"11/06/2018","64.80","64.00","64.80","60.00","2.33M","1.25%"
"11/05/2018","64.00","65.84","64.00","63.92","813.25K","-2.79%"
"11/02/2018","65.84","66.08","66.08","65.68","3.85M","-0.36%"
"11/01/2018","66.08","65.92","66.40","66.08","395.43K","0.24%"
"10/31/2018","65.92","70.40","70.40","65.92","8.23M","-6.36%"
"10/30/2018","70.40","70.00","70.40","70.08","8.76M","0.57%"
"10/29/2018","70.00","70.40","70.00","69.60","1.34M","-0.57%"
"10/26/2018","70.40","74.00","72.00","70.40","3.02M","-4.86%"
"10/25/2018","74.00","70.48","74.00","71.20","1.95M","4.99%"
"10/24/2018","70.48","70.16","70.48","70.40","4.69M","0.46%"
"10/23/2018","70.16","70.32","70.40","69.36","3.99M","-0.23%"
"10/22/2018","70.32","70.80","70.80","70.32","13.90M","-0.68%"
"10/19/2018","70.80","70.88","71.12","70.40","1.37M","-0.11%"
"10/18/2018","70.88","70.56","71.68","70.80","2.17M","0.45%"
"10/17/2018","70.56","70.96","70.56","70.40","248.04K","-0.56%"
"10/16/2018","70.96","68.80","70.96","69.60","752.76K","3.14%"
"10/15/2018","68.80","70.40","68.80","68.80","126.57K","-2.27%"
"10/12/2018","70.40","68.00","70.40","68.40","1.13M","3.53%"
"10/11/2018","68.00","68.40","69.20","68.00","614.82K","-0.58%"
"10/10/2018","68.40","70.40","70.48","68.40","1.33M","-2.84%"
"10/09/2018","70.40","72.00","72.00","70.24","2.24M","-2.22%"
"10/08/2018","72.00","71.76","72.00","71.76","433.46K","0.33%"
"10/05/2018","71.76","69.20","71.76","69.60","178.32K","3.70%"
"10/04/2018","69.20","71.20","70.88","68.64","160.61K","-2.81%"
"10/03/2018","71.20","73.20","73.20","71.20","1.45M","-2.73%"
"10/02/2018","73.20","73.20","73.20","72.40","4.76M","0.00%"
"09/28/2018","73.20","73.20","73.28","73.20","2.21M","0.00%"
"09/27/2018","73.20","72.08","73.20","72.56","397.24K","1.55%"
"09/26/2018","72.08","72.16","72.80","72.00","429.01K","-0.11%"
"09/25/2018","72.16","72.00","73.52","72.00","392.95K","0.22%"
"09/24/2018","72.00","74.40","74.32","71.92","1.90M","-3.23%"
"09/21/2018","74.40","71.20","76.00","72.64","2.89M","4.49%"
"09/20/2018","71.20","72.08","71.20","70.80","322.46K","-1.22%"
"09/19/2018","72.08","72.00","72.08","71.20","184.61K","0.11%"
"09/18/2018","72.00","73.60","73.60","68.16","2.73M","-2.17%"
"09/17/2018","73.60","74.00","74.88","73.60","2.90M","-0.54%"
"09/14/2018","74.00","67.28","74.00","67.28","2.05M","9.99%"
"09/13/2018","67.28","67.20","67.68","67.20","4.72M","0.12%"
"09/12/2018","67.20","70.40","67.68","67.20","392.55K","-4.55%"
"09/11/2018","70.40","74.00","72.00","70.40","404.69K","-4.86%"
"09/10/2018","74.00","74.32","74.32","73.60","2.95M","-0.43%"
"09/07/2018","74.32","74.40","74.40","74.24","3.27M","-0.11%"
"09/06/2018","74.40","74.80","75.20","74.40","880.53K","-0.53%"
"09/05/2018","74.80","74.40","75.20","74.80","907.48K","0.54%"
"09/04/2018","74.40","76.00","75.12","74.40","361.18K","-2.11%"
"09/03/2018","76.00","78.32","76.00","73.60","23.91M","-2.96%"
"08/31/2018","78.32","80.00","78.32","78.32","182.50K","-2.10%"
"08/30/2018","80.00","80.00","80.08","80.00","12.76M","0.00%"
"08/29/2018","80.00","80.00","80.00","80.00","783.36K","0.00%"
"08/28/2018","80.00","80.40","80.00","80.00","1.45M","-0.50%"
"08/27/2018","80.40","80.00","80.40","80.00","331.90K","0.50%"
"08/24/2018","80.00","80.00","80.40","80.00","854.11K","0.00%"
"08/23/2018","80.00","80.00","80.00","79.92","447.56K","0.00%"
"08/20/2018","80.00","82.40","81.60","80.00","2.50M","-2.91%"
"08/17/2018","82.40","82.40","82.40","82.32","1.06M","0.00%"
"08/16/2018","82.40","82.40","82.40","82.00","1.36M","0.00%"
"08/15/2018","82.40","82.40","82.40","82.40","2.28M","0.00%"
"08/14/2018","82.40","82.80","82.40","82.40","956.42K","-0.48%"
"08/13/2018","82.80","82.40","82.40","82.32","1.54M","0.49%"
"08/10/2018","82.40","82.40","82.40","81.60","705.19K","0.00%"
"08/09/2018","82.40","82.40","82.40","80.00","338.79K","0.00%"
"08/08/2018","82.40","82.40","82.40","82.40","576.88K","0.00%"
"08/07/2018","82.40","80.72","82.40","81.60","1.09M","2.08%"
"08/06/2018","80.72","82.40","80.72","80.72","248.69K","-2.04%"
"08/03/2018","82.40","80.00","82.48","80.64","18.85M","3.00%"
"08/02/2018","80.00","82.40","82.40","79.20","2.88M","-2.91%"
"08/01/2018","82.40","84.00","82.40","79.20","18.89M","-1.90%"
"07/31/2018","84.00","83.60","84.00","80.88","1.63M","0.48%"
"07/30/2018","83.60","83.20","84.00","83.20","1.61M","0.48%"
"07/27/2018","83.20","83.20","84.00","83.20","14.96M","0.00%"
"07/26/2018","83.20","83.60","84.00","83.20","9.07M","-0.48%"
"07/25/2018","83.60","84.40","84.40","83.52","2.30M","-0.95%"
"07/24/2018","84.40","86.40","85.68","84.40","3.14M","-2.31%"
"07/23/2018","86.40","86.00","86.40","85.76","2.97M","0.47%"
"07/20/2018","86.00","84.48","86.00","84.80","2.86M","1.80%"
"07/19/2018","84.48","86.40","86.80","84.08","3.55M","-2.22%"
"07/18/2018","86.40","86.80","86.80","84.00","402.37K","-0.46%"
"07/17/2018","86.80","88.00","88.00","86.80","3.85M","-1.36%"
"07/16/2018","88.00","88.00","88.08","86.64","821.04K","0.00%"
"07/13/2018","88.00","88.16","88.08","88.00","4.62M","-0.18%"
"07/12/2018","88.16","88.80","88.72","88.00","323.55K","-0.72%"
"07/11/2018","88.80","88.00","88.80","88.48","343.33K","0.91%"
"07/10/2018","88.00","88.88","88.24","83.20","7.86M","-0.99%"
"07/09/2018","88.88","88.88","89.04","88.80","942.49K","0.00%"
"07/06/2018","88.88","90.40","89.60","88.88","568.09K","-1.68%"
"07/05/2018","90.40","88.80","90.40","89.60","515.39K","1.80%"
"07/04/2018","88.80","91.12","90.40","88.80","1.26M","-2.55%"
"07/03/2018","91.12","90.48","92.00","90.00","2.48M","0.71%"
"07/02/2018","90.48","91.36","91.84","90.48","486.52K","-0.96%"
"06/29/2018","91.36","89.92","91.52","89.60","4.14M","2.88%"
"06/28/2018","88.80","88.40","89.52","88.40","1.67M","0.54%"
"06/27/2018","88.32","88.08","88.80","88.08","856.48K","-0.09%"
"06/26/2018","88.40","89.52","89.60","88.40","719.99K","0.45%"
"06/25/2018","88.00","88.24","88.48","88.00","1.33M","-0.45%"
"06/22/2018","88.40","88.80","88.88","88.40","357.70K","-1.34%"
"06/21/2018","89.60","89.36","89.60","88.00","5.26M","2.75%"
"06/20/2018","87.20","88.00","88.08","87.20","871.12K","-1.00%"
"06/19/2018","88.08","88.08","89.92","87.92","3.86M","0.09%"
"06/14/2018","88.00","92.00","92.00","88.00","8.45M","-4.35%"
"06/13/2018","92.00","93.92","94.40","92.00","957.65K","-1.79%"
"06/12/2018","93.68","94.00","94.00","93.68","676.95K","-0.76%"
"06/11/2018","94.40","96.56","95.04","94.40","378.67K","0.85%"
"06/08/2018","93.60","94.40","94.40","93.60","996.92K","-0.85%"
"06/07/2018","94.40","96.32","96.32","93.60","8.04M","1.03%"
"06/06/2018","93.44","93.12","93.44","91.12","1.11M","4.94%"
"06/05/2018","89.04","88.00","89.04","87.28","5.29M","5.00%"
"06/04/2018","84.80","84.72","84.80","84.00","12.83M","2.91%"
"06/01/2018","82.40","82.40","83.12","82.08","15.11M","-4.54%"
"05/31/2018","86.32","90.80","90.80","86.32","6.98M","-1.91%"
"05/30/2018","88.00","91.84","92.64","87.44","4.04M","-4.35%"
"05/28/2018","92.00","92.80","92.00","88.40","802.00K","-0.35%"
"05/25/2018","92.32","95.92","96.32","91.20","957.78K","-0.60%"
"05/24/2018","92.88","95.92","95.92","92.88","290.77K","-4.99%"
"05/23/2018","97.76","98.40","98.40","97.76","253.84K","-0.65%"
"05/22/2018","98.40","98.96","101.60","98.40","14.41M","-0.57%"
"05/21/2018","98.96","98.72","98.96","98.64","438.55K","0.41%"
"05/18/2018","98.56","102.32","98.80","98.40","424.13K","-0.08%"
"05/17/2018","98.64","100.80","100.80","98.64","380.95K","-3.45%"
"05/16/2018","102.16","100.00","102.16","100.00","1.24M","2.32%"
"05/15/2018","99.84","102.32","99.84","98.40","7.41M","2.30%"
"05/14/2018","97.60","97.44","97.60","96.80","1.45M","-2.01%"
"05/11/2018","99.60","99.92","100.00","99.60","358.59K","-0.64%"
"05/10/2018","100.24","100.40","100.80","100.24","203.88K","0.08%"
"05/09/2018","100.16","100.80","100.80","100.00","615.94K","-1.42%"
"05/08/2018","101.60","101.04","101.60","101.04","739.69K","-0.78%"
"05/07/2018","102.40","100.80","102.40","98.88","4.90M","-0.78%"
"05/04/2018","103.20","101.52","103.20","101.52","398.08K","1.42%"
"05/03/2018","101.76","102.40","103.20","101.76","1.57M","-1.40%"
"05/02/2018","103.20","102.40","103.20","102.40","1.75M","-0.69%"
"04/30/2018","103.92","104.00","104.00","102.16","5.34M","-0.08%"
"04/27/2018","104.00","100.08","104.00","100.08","2.29M","2.36%"
"04/26/2018","101.60","99.84","101.60","99.84","632.75K","1.76%"
"04/25/2018","99.84","102.00","102.00","99.84","971.46K","-0.16%"
"04/24/2018","100.00","102.80","102.80","100.00","723.99K","-3.62%"
"04/23/2018","103.76","100.88","104.00","100.88","26.28M","2.85%"
"04/20/2018","100.88","100.96","103.20","100.40","1.78M","0.24%"
"04/19/2018","100.64","101.60","101.60","100.56","244.36K","-0.16%"
"04/18/2018","100.80","101.52","101.76","100.80","1.19M","-0.71%"
"04/17/2018","101.52","102.08","102.80","101.52","435.78K","0.71%"
"04/16/2018","100.80","103.20","103.20","100.80","1.55M","-3.08%"
"04/13/2018","104.00","106.80","104.00","103.20","4.02M","0.00%"
"04/12/2018","104.00","103.60","104.00","103.60","464.61K","0.54%"
"04/11/2018","103.44","103.44","103.52","103.20","263.65K","0.08%"
"04/10/2018","103.36","103.76","103.76","103.20","355.11K","0.23%"
"04/09/2018","103.12","102.48","103.12","100.00","25.80M","-0.08%"
"04/06/2018","103.20","102.88","103.52","102.64","2.68M","0.55%"
"04/05/2018","102.64","103.20","103.20","102.64","7.18M","-0.54%"
"04/04/2018","103.20","103.12","103.20","103.12","1.15M","0.08%"
"04/03/2018","103.12","104.00","104.00","102.40","11.52M","-0.85%"
"03/29/2018","104.00","103.60","104.00","102.40","1.23M","1.56%"
"03/28/2018","102.40","103.20","103.20","102.40","1.34M","-0.08%"
"03/27/2018","102.48","101.76","102.48","101.76","506.14K","-0.70%"
"03/26/2018","103.20","101.60","103.20","101.60","1.24M","1.98%"
"03/23/2018","101.20","102.40","102.40","101.04","611.36K","-1.09%"
"03/22/2018","102.32","100.80","102.32","100.72","800.36K","1.51%"
"03/21/2018","100.80","103.76","102.00","100.80","8.51M","-0.94%"
"03/20/2018","101.76","101.28","102.08","101.28","1.05M","-1.01%"
"03/19/2018","102.80","104.00","104.08","102.80","449.79K","-3.38%"
"03/16/2018","106.40","104.00","106.40","104.00","645.05K","0.00%"
"03/15/2018","106.40","107.12","107.20","105.44","4.27M","1.60%"
"03/14/2018","104.72","107.76","104.72","102.40","23.47M","0.69%"
"03/13/2018","104.00","99.20","104.16","99.20","6.04M","0.00%"
"03/12/2018","104.00","108.00","104.16","103.68","3.32M","0.39%"
"03/09/2018","103.60","105.92","105.92","103.36","3.26M","2.37%"
"03/08/2018","101.20","100.48","101.60","100.48","317.20K","0.72%"
"03/07/2018","100.48","101.52","101.52","100.16","1.47M","-3.38%"
"03/06/2018","104.00","104.80","104.80","103.84","2.65M","0.08%"
"03/05/2018","103.92","107.92","104.00","103.04","421.87K","-0.84%"
"03/02/2018","104.80","106.32","105.20","104.00","1.76M","0.00%"
"03/01/2018","104.80","108.80","108.80","103.36","2.68M","-3.61%"
"02/28/2018","108.72","104.80","108.72","104.80","3.07M","4.46%"
"02/27/2018","104.08","104.00","104.48","104.00","8.28M","0.08%"
"02/26/2018","104.00","108.00","106.40","102.96","3.34M","0.00%"
"02/23/2018","104.00","99.20","104.16","97.60","32.09M","5.78%"
"02/22/2018","98.32","99.76","99.76","97.60","1.72M","-1.29%"
"02/21/2018","99.60","100.00","100.80","97.28","5.20M","-2.73%"
"02/20/2018","102.40","102.40","104.00","102.40","1.68M","-0.70%"
"02/19/2018","103.12","108.40","107.12","103.04","1.54M","-1.60%"
"02/16/2018","104.80","110.24","110.40","104.80","3.69M","-0.30%"
"02/15/2018","105.12","108.24","105.12","104.08","426.75K","1.86%"
"02/14/2018","103.20","100.00","106.32","100.00","2.24M","0.94%"
"02/13/2018","102.24","107.60","102.24","102.24","596.32K","-3.91%"
"02/12/2018","106.40","112.00","108.00","106.40","1.22M","-2.85%"
"02/09/2018","109.52","112.00","112.00","108.72","1.51M","-0.36%"
"02/08/2018","109.92","113.60","113.68","109.92","2.12M","-3.24%"
"02/07/2018","113.60","117.20","114.40","112.40","1.30M","-2.00%"
"02/06/2018","115.92","119.20","117.60","114.48","6.19M","-0.07%"
"02/05/2018","116.00","115.60","116.00","115.36","1.59M","0.35%"
"02/02/2018","115.60","115.60","116.00","115.12","1.60M","-1.63%"
"02/01/2018","117.52","116.08","117.60","116.08","331.28K","-0.07%"
"01/31/2018","117.60","118.56","120.00","117.60","16.97M","-2.00%"
"01/30/2018","120.00","120.00","120.00","119.20","14.44M","0.00%"
"01/29/2018","120.00","120.80","121.60","119.84","4.79M","-1.15%"
"01/26/2018","121.40","118.40","121.60","118.40","5.32M","2.45%"
"01/25/2018","118.50","116.80","119.60","116.80","949.28K","0.09%"
"01/24/2018","118.39","115.24","118.39","115.24","1.38M","2.06%"
"01/23/2018","116.00","114.40","116.00","114.39","3.00M","1.40%"
"01/22/2018","114.40","113.60","114.40","113.60","1.43M","0.57%"
"01/19/2018","113.75","115.99","113.75","112.54","1.40M","0.13%"
"01/18/2018","113.60","114.44","114.44","113.42","3.09M","-2.77%"
"01/17/2018","116.84","115.77","119.11","115.77","5.77M","-2.30%"
"01/16/2018","119.59","113.94","119.63","118.00","1.04M","0.28%"
"01/15/2018","119.26","115.22","119.75","112.00","1.49M","-1.31%"
"01/12/2018","120.84","127.20","124.00","120.84","5.75M","-1.06%"
"01/11/2018","122.14","119.60","122.64","119.60","16.77M","4.57%"
"01/10/2018","116.80","115.19","117.48","112.00","15.18M","4.29%"
"01/09/2018","112.00","112.01","115.20","112.00","12.83M","0.00%"
"01/08/2018","112.00","115.15","115.20","112.00","110.37M","1.38%"
"01/05/2018","110.48","111.99","112.01","109.60","32.88M","1.54%"
"01/04/2018","108.80","108.00","109.20","108.00","1.90M","0.74%"
"01/03/2018","108.00","106.80","108.51","106.80","894.23K","-0.04%"
"01/02/2018","108.04","107.96","108.20","107.96","252.21K","0.11%"
